HIP,Vmag,Plx,e_Plx,B-V
99701,7.97,161.17,1.08,1.431
99708,8.46,13.23,1.46,0.566
99711,7.79,50.27,1.13,0.938
99727,8.01,15.19,1.32,0.68
99729,7.71,15.89,1.24,0.704
99731,7.26,15.95,0.59,0.844
99737,7.56,16.11,0.65,0.536
99739,9.37,13.54,1.24,0.758
99742,4.94,21.24,0.78,0.072
99762,6.09,13.88,0.78,0.308
99764,10.19,49.03,1.74,1.351
99770,4.93,24.37,0.55,0.151
99773,8.62,10.44,1.19,0.539
99774,9.15,17.78,0.79,0.616
99803,7.24,15.32,2.2,0.494
99825,5.73,113.33,0.89,0.878
99832,8.44,14.79,0.64,0.807
99833,7.86,13.02,0.96,0.517
99834,8.23,15.52,1.2,0.527
99841,5.7,10.86,0.58,0.926
99843,7.32,16.91,0.94,0.463
99855,9.05,10.4,0.78,0.623
99868,7.68,13.62,0.76,0.58
99873,6.86,13.01,0.79,0.259
99880,9.98,40.97,1.21,1.266
99886,7.79,12.63,1.01,0.945
99889,5.87,28.97,0.52,0.447
99892,7.34,11.38,0.95,0.227
99894,6.44,14.84,0.91,0.867
99902,9.72,15.99,1.09,0.87
99912,8.54,13.18,1.1,0.566
99913,6.11,10.95,0.75,1.039
99916,11.16,37.15,2.65,1.417
99919,10.41,17.29,1.85,0.954
99922,9.2,12.48,0.81,0.588
99926,6.55,23.48,0.84,0.381
99931,7.88,12.5,0.75,0.475
99938,8.39,17.28,1.22,0.58
99940,8.46,22.56,1.17,0.685
99945,9.12,20.98,1.33,0.76
99956,6.93,16.51,1.21,0.526
99957,7.03,18.9,0.93,0.441
99963,9.26,13.41,1.14,0.585
99966,7.51,21.45,2.14,0.689
99965,8.15,32.33,1.78,0.747
99969,9.72,21.23,1.76,1.14
99971,8.64,22.79,1.25,0.723
99975,9.27,11.78,1.11,0.622
99985,6.51,14.94,0.85,0.31
99994,6.72,13.89,0.74,0.23
100017,5.91,56.92,0.52,0.602
100022,7.7,11.18,0.64,1.023
100035,6.68,16.24,0.83,0.474
100040,8.37,11.61,0.83,0.78
100042,8.86,10.39,1.15,0.611
100045,6.72,17.25,1.77,0.518
100046,6.73,18.42,0.5,0.451
100047,11.03,28.72,2.36,1.301
100063,8.69,14.27,1.16,0.522
100064,3.58,30.01,0.91,0.883
100072,7.27,27.3,1.03,0.567
100073,7.25,10.66,0.57,0.326
100079,8.66,28.04,2.25,1.008
100097,5.76,11.21,0.64,0.118
100108,5.58,16.76,0.52,0.056
100118,7.5,10.16,0.95,0.314
100123,7.46,10.94,1.01,0.581
100126,7.68,13.46,0.95,0.419
100129,7.78,11.1,1.36,0.497
100133,11.01,34.77,2.71,1.43
100159,7.35,11.14,0.98,0.287
100171,7.92,10.98,0.83,0.453
100184,6.13,33.91,0.87,0.469
100207,8.77,10.7,1.34,0.424
100217,7.56,15.42,0.69,0.451
100223,8.73,55.73,1.29,1.167
100224,7.35,13.4,0.95,0.42
100225,8.2,21.0,1.01,0.684
100233,7.2,23.07,0.96,0.594
100235,8.98,16.68,1.38,0.616
100238,9.87,11.13,1.55,0.603
100243,8.7,10.23,1.18,0.678
100251,9.07,11.12,1.18,0.625
100256,5.96,11.09,0.8,0.299
100259,8.27,19.43,1.18,0.631
100266,6.62,15.87,0.9,0.592
100269,6.77,12.47,0.78,0.568
100271,9.96,24.0,1.07,1.081
100280,8.41,25.78,0.95,0.74
100284,9.95,20.47,0.93,0.891
100291,11.33,22.91,2.73,1.229
100303,8.47,10.02,0.85,0.505
100305,7.21,10.39,0.86,0.177
100309,7.95,12.2,0.99,0.423
100310,4.77,11.98,0.97,-0.047
100321,7.03,18.38,0.57,0.459
100325,6.09,10.4,1.04,-0.016
100330,9.89,11.58,1.68,0.76
100334,7.8,12.17,1.28,0.523
100336,7.32,13.97,0.92,0.519
100341,8.87,20.44,1.87,0.864
100356,10.21,43.57,2.85,1.594
100358,7.68,10.31,0.94,0.442
100359,8.65,13.91,0.8,0.643
100363,8.5,14.02,1.1,0.683
100374,10.74,13.73,1.86,0.99
100379,6.49,22.72,0.76,0.505
100396,6.91,18.84,0.74,0.558
100405,8.39,18.92,2.05,0.732
100412,6.26,30.84,0.88,0.549
100417,7.49,16.53,1.14,0.586
100423,9.28,15.37,1.42,0.652
100428,10.26,14.39,2.01,0.814
100449,8.78,19.61,1.97,0.788
100450,10.07,19.62,1.98,0.85
100455,10.14,26.24,1.97,1.088
100469,5.6,13.35,0.81,0.002
100470,8.51,12.12,1.05,0.753
100474,9.37,15.62,1.45,0.79
100490,10.6,50.36,1.84,1.455
100492,9.24,27.48,1.56,0.888
100500,7.13,20.68,0.91,0.726
100503,7.21,11.08,0.71,0.859
100511,6.16,38.27,0.72,0.498
100523,7.01,17.3,0.89,0.374
100526,6.67,14.44,0.45,0.23
100539,8.43,11.37,0.91,0.547
100540,8.03,11.52,1.4,0.465
100541,5.3,13.23,0.8,0.983
100549,8.2,10.25,0.93,0.845
100568,8.65,22.88,1.24,0.554
100570,6.75,24.12,1.15,0.426
100581,7.6,17.4,1.04,0.454
100587,4.43,12.77,0.62,1.331
100597,7.99,10.85,1.08,0.613
100613,7.71,10.84,1.02,0.529
100633,7.71,14.5,1.07,0.496
100649,8.51,10.78,1.14,0.716
100698,9.31,14.25,1.98,0.638
100697,6.15,12.95,0.54,0.203
100704,7.61,13.16,1.03,0.554
100706,9.44,14.03,1.44,0.707
100720,8.48,10.16,1.25,0.448
100751,1.94,17.8,0.7,-0.118
100777,7.61,10.23,0.87,0.415
100783,7.48,11.04,0.99,0.484
100787,6.74,16.52,0.87,0.274
100788,8.87,10.07,1.07,0.661
100792,8.33,17.94,1.24,0.503
100800,7.85,10.59,1.11,0.393
100817,7.33,10.26,0.97,0.583
100836,8.6,20.0,2.05,0.881
100852,6.24,25.21,1.31,0.961
100855,8.21,13.63,1.13,0.824
100859,5.73,26.56,0.48,0.339
100862,7.89,13.42,1.24,0.735
100889,7.11,12.91,1.12,0.682
100891,7.93,15.31,0.74,0.51
100893,9.45,13.23,1.61,0.74
100895,7.49,21.49,1.02,0.52
100896,6.71,20.7,0.94,0.519
100906,7.96,10.73,1.04,0.705
100907,5.63,12.07,0.53,0.072
100925,6.61,51.5,0.82,0.724
100933,6.56,11.8,0.49,0.147
100934,8.82,19.18,1.39,0.767
100937,8.69,10.36,1.41,0.511
100942,8.99,12.04,1.33,0.637
100947,6.78,11.06,0.85,0.383
100963,7.09,35.41,0.8,0.642
100967,9.65,13.09,1.46,0.73
100968,8.1,12.81,0.67,0.689
100970,6.87,26.77,0.89,0.662
100974,8.89,20.22,1.15,0.832
100998,7.75,16.36,0.96,0.587
101006,7.23,10.92,0.8,0.403
101007,8.7,10.68,0.92,0.926
101019,7.33,10.62,1.04,0.445
101022,6.82,31.3,1.08,0.547
101027,4.77,33.04,0.86,0.386
101031,8.39,15.56,1.04,0.725
101046,8.81,13.35,1.64,0.659
101044,6.19,11.77,0.51,0.163
101054,7.39,12.77,0.79,0.366
101059,7.08,27.14,0.97,0.512
101070,6.58,13.36,0.8,0.233
101082,5.96,15.88,0.52,0.942
101091,9.39,12.06,1.55,0.656
101093,4.21,24.04,0.53,0.199
101096,7.84,12.74,0.62,0.513
101101,4.91,17.08,0.94,1.16
101102,9.65,13.97,1.5,0.78
101111,8.56,10.02,1.32,0.426
101136,7.63,18.43,1.03,0.551
101137,8.24,11.18,0.78,0.422
101142,7.77,15.61,0.65,0.512
101145,8.86,20.06,1.37,0.779
101150,9.69,43.24,4.37,1.34
101153,9.65,14.56,1.38,0.778
101163,7.45,18.88,0.59,0.534
101166,8.68,14.79,0.73,0.635
101173,8.97,12.31,1.37,0.566
101180,10.54,125.62,1.11,1.542
101181,8.02,10.16,0.98,0.501
101190,7.75,11.22,0.95,0.51
101207,8.35,11.2,0.91,0.492
101221,6.1,10.25,1.07,0.797
101227,8.34,22.38,1.16,0.884
101230,8.42,12.02,0.68,0.448
101234,7.95,14.18,0.63,0.616
101249,8.23,16.85,1.27,0.553
101262,9.22,38.18,1.17,1.141
101268,6.47,22.18,0.61,0.422
101274,9.25,24.49,1.56,0.831
101292,7.6,20.99,2.06,0.709
101300,6.37,12.33,0.7,0.281
101302,10.07,21.64,1.68,0.915
101304,7.47,12.26,0.91,0.518
101307,7.17,13.48,0.58,0.323
101315,8.01,10.21,1.48,0.6
101331,8.55,12.02,1.17,0.646
101334,10.34,13.82,1.93,0.86
101345,5.66,41.26,0.87,0.689
101382,7.08,44.99,0.64,0.796
101395,9.12,11.09,1.36,0.564
101399,8.66,18.48,1.71,0.738
101414,7.96,10.03,1.12,0.398
101422,7.86,10.2,1.06,0.612
101430,8.22,17.71,1.65,0.549
101432,6.8,25.48,0.89,0.666
101443,7.47,20.72,1.29,0.548
101461,11.88,22.27,3.23,1.4
101463,9.43,14.45,1.52,0.748
101467,6.5,10.28,0.57,0.994
101469,7.0,13.11,0.84,0.262
101472,9.34,15.18,1.35,0.73
101477,5.12,15.1,0.8,0.999
101479,8.24,11.24,1.14,0.594
101483,5.39,18.85,0.82,0.093
101494,8.27,12.51,1.31,0.557
101503,10.0,12.13,1.62,0.81
101507,6.11,30.45,0.96,0.543
101510,9.65,16.53,1.49,0.77
101511,7.28,13.14,0.61,0.392
101513,9.57,12.81,1.63,0.637
101516,11.53,67.65,2.32,-0.097
101551,7.86,15.86,2.25,0.483
101558,6.45,14.94,0.88,0.264
101564,7.77,10.81,0.87,0.476
101578,7.78,12.0,0.64,0.852
101579,8.91,32.73,1.27,0.96
101587,9.21,14.73,1.74,0.69
101589,4.64,14.36,0.75,0.12
101591,8.68,12.52,1.3,0.67
101593,10.08,30.53,1.0,1.18
101594,7.92,10.27,1.21,0.515
101597,8.5,26.08,1.17,0.759
101608,6.19,13.9,0.93,0.218
101611,7.51,14.22,0.61,0.454
101612,4.75,36.27,0.67,0.291
101613,10.06,16.19,1.05,0.747
101614,8.24,15.24,0.83,0.656
101620,7.42,19.8,1.01,0.487
101628,9.16,14.14,0.89,0.618
101629,7.2,16.92,0.85,0.424
101631,9.1,19.84,1.01,0.77
101636,8.59,15.16,1.2,0.579
101651,9.87,17.8,1.76,1.01
101672,8.84,14.38,0.99,0.59
101673,9.77,11.81,1.7,0.436
101684,6.34,17.05,0.78,0.413
101693,8.97,11.96,1.28,0.498
101706,7.65,11.4,1.7,0.405
101716,5.59,10.68,0.67,-0.05
101719,7.03,17.24,0.53,0.401
101726,8.1,27.18,1.16,0.648
101739,8.04,20.67,1.13,0.565
101750,7.46,36.16,0.97,0.859
101752,8.78,14.53,1.2,0.639
101757,7.79,13.07,0.76,0.44
101760,8.95,19.01,1.65,0.832
101768,6.51,20.3,0.62,0.371
101769,3.64,33.49,0.88,0.425
101772,3.11,32.21,0.75,0.998
101773,4.86,16.73,0.64,0.447
101774,8.27,13.45,1.17,0.47
101779,8.71,14.56,1.05,0.61
101785,7.42,19.82,0.97,0.465
101787,6.62,11.18,0.82,0.434
101800,5.42,18.4,0.8,0.05
101806,7.5,21.31,0.91,0.667
101808,6.38,19.86,0.85,0.328
101812,7.82,13.22,1.0,0.448
101814,10.25,16.22,1.0,0.743
101818,7.03,15.76,0.59,0.495
101844,11.36,31.24,2.81,1.42
101846,10.05,26.85,1.92,1.143
101848,7.8,10.54,0.98,0.906
101852,7.78,23.89,1.15,0.597
101854,8.91,13.27,1.13,0.599
101855,7.3,12.35,1.0,0.949
101856,11.7,29.12,3.59,1.457
101857,8.32,15.98,1.08,0.653
101867,4.81,15.27,0.67,-0.03
101875,6.76,37.12,0.62,0.61
101880,10.21,16.73,1.81,0.936
101893,8.85,19.06,1.21,0.68
101895,7.53,13.4,0.99,0.443
101898,8.53,11.53,1.22,0.518
101904,7.95,16.06,1.0,0.541
101905,7.33,29.73,0.9,0.626
101906,7.18,17.96,1.04,0.483
101910,10.52,15.09,1.92,0.871
101911,6.46,13.93,0.97,1.016
101916,5.07,33.27,0.82,0.702
101932,8.52,35.22,1.14,0.91
101936,5.15,13.33,0.88,1.06
101948,6.81,30.46,0.6,0.507
101955,7.88,53.82,2.21,1.241
101958,3.77,13.55,0.71,-0.057
101966,6.39,30.31,0.81,0.559
101971,8.98,11.42,0.81,0.515
101982,8.92,13.19,1.25,0.73
101983,5.11,41.33,0.73,0.544
101989,10.6,13.41,1.69,0.743
101996,9.41,10.17,1.45,0.657
101997,6.36,68.28,0.82,0.719
102011,6.02,30.12,0.48,0.443
102014,5.47,13.64,0.79,1.118
102016,8.02,18.6,0.73,0.637
102018,7.21,23.42,0.89,0.607
102021,8.48,10.01,1.25,0.626
102022,10.21,13.14,1.85,0.665
102023,8.85,15.09,1.3,0.679
102025,10.06,22.36,1.78,1.095
102029,6.76,14.36,0.88,0.458
102033,6.02,12.2,0.65,0.163
102040,6.43,47.65,0.76,0.611
102046,8.24,15.78,1.22,0.489
102077,8.65,10.02,1.15,0.618
102081,8.18,16.7,0.85,0.67
102101,10.27,41.74,1.15,1.36
102115,10.53,35.83,2.5,1.318
102119,9.83,43.42,1.48,1.121
102125,6.51,22.95,2.1,0.62
102130,8.02,18.55,1.18,0.592
102131,7.76,12.29,1.42,0.453
102141,10.27,97.8,4.65,1.55
102146,8.07,11.86,1.04,0.446
102147,8.27,17.91,2.01,0.606
102152,9.18,12.36,1.22,0.651
102154,7.52,14.88,0.67,0.464
102168,9.15,14.09,1.34,0.683
102173,8.48,10.25,0.72,0.52
102186,8.83,82.57,1.25,1.324
102189,7.59,17.96,0.67,0.613
102200,9.18,12.38,1.32,0.65
102203,7.61,33.15,1.2,0.711
102205,6.94,11.89,0.56,0.221
102207,12.38,47.39,4.04,-0.199
102211,8.08,13.89,1.37,0.598
102218,7.74,13.85,1.19,0.476
102221,8.17,12.07,1.03,0.455
102226,8.26,39.38,1.03,0.889
102231,7.61,10.76,0.83,0.34
102233,7.31,14.63,0.63,0.345
102234,8.78,13.16,0.86,0.573
102237,11.41,21.86,2.18,1.381
102238,10.79,16.81,2.01,1.083
102240,7.75,12.71,0.64,0.552
102253,5.59,23.49,0.49,0.218
102259,7.68,15.22,0.71,0.599
102264,6.95,44.57,0.87,0.671
102272,9.23,14.07,1.63,0.641
102273,8.68,11.92,1.06,0.453
102281,4.43,16.03,0.68,0.302
102289,8.3,10.08,1.28,0.465
102290,8.66,17.6,1.13,0.598
102300,11.87,46.11,1.76,1.997
102301,11.46,38.38,3.24,1.449
102320,9.95,18.49,2.34,1.21
102332,9.84,38.26,2.0,1.191
102333,4.51,41.38,0.82,0.278
102338,8.2,17.31,1.02,0.645
102357,10.29,50.18,1.99,1.457
102373,7.24,11.38,1.06,0.279
102375,8.91,12.84,1.24,0.579
102379,8.21,11.91,1.19,0.545
102393,7.55,16.84,1.11,0.656
102394,10.43,20.89,2.07,1.101
102395,3.42,23.71,0.63,0.163
102399,10.44,15.8,1.93,0.999
102401,10.79,80.01,1.57,1.491
102406,9.31,13.56,1.3,0.719
102409,8.81,100.59,1.35,1.47
102418,8.62,14.95,1.44,0.576
102419,6.98,17.28,1.14,0.359
102422,3.41,69.73,0.49,0.912
102431,4.52,36.87,0.46,0.535
102435,6.78,16.4,0.98,0.333
102446,8.88,15.33,1.28,0.636
102453,4.22,15.84,0.62,1.051
102458,9.82,15.61,1.55,0.792
102466,8.6,15.09,0.73,0.686
102471,9.54,13.59,1.57,0.717
102485,4.13,68.16,0.91,0.426
102486,7.82,30.1,1.34,0.914
102487,5.91,12.09,0.81,0.066
102488,2.48,45.26,0.53,1.021
102490,7.09,26.15,1.46,0.794
102491,9.01,11.14,1.41,0.682
102495,10.73,32.48,1.98,1.299
102496,6.49,14.42,0.84,0.433
102497,5.48,10.19,0.84,-0.078
102500,10.45,16.88,1.15,0.99
102507,7.01,19.59,1.78,0.414
102521,7.66,28.47,1.06,0.62
102523,8.54,17.52,1.21,0.653
102525,8.18,12.9,1.01,0.486
102527,8.42,10.42,1.22,0.492
102531,5.15,31.69,2.37,0.495
102532,4.27,32.14,1.19,1.042
102533,9.01,12.05,1.58,0.704
102538,7.88,10.3,1.01,0.341
102548,9.52,14.82,1.56,0.686
102556,9.16,10.06,1.42,0.724
102569,9.88,14.6,2.09,0.955
102578,8.79,11.49,1.29,0.574
102579,7.36,11.12,0.83,0.3
102580,8.26,25.32,1.12,0.759
102581,7.89,14.21,1.13,0.505
102582,9.72,31.68,1.62,1.032
102587,8.14,13.96,1.12,0.568
102592,7.95,12.81,1.24,0.405
102610,7.43,25.6,0.92,0.587
102611,7.6,18.63,0.87,0.501
102612,7.28,12.54,1.13,0.461
102616,10.76,37.39,1.41,1.365
102618,3.78,14.21,0.9,0.0
102620,7.62,12.75,0.88,0.419
102626,9.44,22.52,1.64,0.939
102640,7.03,10.27,0.71,0.257
102642,6.29,23.88,0.56,0.883
102643,9.9,11.03,1.53,0.7
102655,8.44,18.43,1.4,0.61
102659,7.84,15.67,1.18,0.461
102660,6.81,11.64,0.96,0.422
102664,8.02,26.41,1.27,0.619
102675,7.31,20.09,0.94,0.527
102684,6.98,12.6,0.57,0.38
102693,5.11,24.35,0.9,0.361
102703,7.62,14.75,1.18,0.581
102709,9.46,14.11,0.97,0.715
102725,7.0,12.94,0.69,0.283
102727,7.92,14.13,0.62,0.492
102741,7.8,12.41,0.63,0.91
102751,7.99,10.09,1.08,0.5
102753,9.25,24.45,1.58,0.979
102762,8.13,16.41,1.04,0.594
102766,8.25,42.23,0.98,0.939
102773,5.41,10.7,0.57,1.122
102776,10.19,12.95,1.62,0.747
102779,9.25,10.29,1.37,0.549
102781,7.18,13.05,0.59,0.413
102782,9.3,29.16,3.28,1.074
102784,9.31,29.16,3.28,1.073
102791,8.23,28.61,0.74,0.767
102793,8.43,15.98,1.13,0.611
102801,6.65,15.7,0.58,0.372
102805,6.01,33.81,0.83,0.42
102807,7.12,19.64,0.84,0.455
102809,10.53,20.91,2.04,1.027
102812,9.19,10.38,1.4,0.593
102815,7.67,19.42,0.88,0.602
102817,10.86,22.62,2.39,1.356
102820,7.91,11.87,1.16,0.531
102838,8.54,16.74,1.18,0.679
102843,5.06,23.67,0.56,0.198
102851,8.32,48.38,1.77,1.068
102862,8.94,16.78,1.3,0.628
102868,9.3,13.94,0.87,0.646
102869,6.84,18.63,0.97,0.49
102870,9.69,44.57,1.01,1.16
102872,8.39,11.51,1.11,0.593
102878,6.63,10.09,0.92,0.036
102881,9.6,20.09,1.43,0.966
102891,5.87,13.06,1.0,1.075
102895,8.97,24.41,1.28,0.814
102908,7.14,14.06,0.86,0.45
102914,9.79,25.07,1.87,1.035
102923,9.82,20.71,1.63,0.9
102924,8.21,13.46,0.8,0.498
102945,5.99,16.97,1.26,0.464
102959,6.84,10.22,0.91,0.26
102961,8.05,14.28,0.86,0.671
102962,5.67,13.67,1.16,0.203
102963,7.12,16.21,1.02,0.489
102964,9.73,26.17,1.46,1.01
102968,8.06,12.11,0.98,0.571
102970,7.81,33.8,0.68,0.685
102981,8.21,10.29,0.97,0.501
102988,10.23,14.67,1.14,0.912
103004,4.56,15.06,0.6,0.835
103008,8.66,13.89,1.16,0.608
103014,10.52,23.29,1.17,1.095
103019,10.35,28.49,1.97,1.332
103025,8.72,15.73,1.11,0.652
103031,8.5,14.86,1.0,0.552
103039,11.41,182.15,3.68,1.653
103045,4.73,21.01,1.04,0.325
103048,7.68,15.52,0.99,0.481
103055,8.65,18.68,1.3,0.804
103071,6.32,13.33,1.17,0.876
103077,6.38,22.17,0.99,0.661
103091,9.06,16.24,1.31,0.654
103093,9.68,13.66,0.89,0.705
103096,8.55,141.95,0.77,1.483
103104,7.38,10.65,0.57,0.24
103107,8.76,13.74,1.22,0.502
103118,9.36,10.67,1.5,0.737
103131,7.78,17.19,0.73,0.747
103138,9.76,26.08,1.75,1.085
103139,9.55,15.66,1.52,0.731
103142,9.36,11.88,1.39,0.807
103144,7.23,10.68,0.73,0.785
103150,11.1,29.58,2.36,1.275
103153,10.0,14.13,1.29,0.911
103154,6.44,14.18,1.05,0.361
103166,7.46,14.97,0.98,0.57
103179,9.77,13.82,1.47,0.74
103199,9.68,16.33,1.48,0.84
103204,9.56,18.77,1.03,0.8
103208,9.84,14.99,1.47,0.729
103224,6.66,11.17,0.92,0.297
103230,7.41,13.49,1.63,0.524
103232,7.46,17.37,1.6,0.594
103234,9.4,11.94,1.36,0.574
103237,7.75,15.17,1.2,0.48
103239,9.29,10.97,1.19,0.529
103247,7.8,14.65,1.47,0.674
103250,7.81,18.74,1.21,0.616
103256,8.82,44.04,1.19,1.054
103260,7.02,21.64,0.94,0.607
103261,6.55,12.59,0.97,0.286
103268,7.73,14.1,0.76,0.49
103269,10.28,14.24,1.46,0.59
103271,7.45,16.72,0.94,0.436
103287,9.07,26.83,2.77,0.748
103298,5.54,16.35,0.73,0.131
103302,7.62,11.75,0.87,0.618
103311,7.27,20.96,1.0,0.544
103324,11.47,35.56,2.72,1.46
103327,8.24,10.71,1.01,0.405
103348,6.68,12.85,0.62,1.117
103359,5.83,18.75,0.53,0.337
103361,7.96,18.97,1.71,0.646
103368,9.95,19.88,1.68,0.939
103389,5.7,47.61,0.95,0.507
103391,6.89,11.24,0.94,0.997
103392,7.21,11.64,0.68,0.96
103393,11.87,56.56,4.03,1.49
103414,6.06,10.24,0.85,1.217
103430,10.04,16.1,1.58,0.94
103437,7.7,10.22,0.9,0.885
103438,7.95,19.63,1.87,0.658
103441,11.98,73.24,3.24,1.533
103455,6.93,30.11,0.84,0.584
103454,7.69,13.57,1.16,0.9
103458,6.52,46.26,0.81,0.587
103460,5.89,17.58,0.85,0.18
103480,8.73,13.57,1.32,0.645
103481,9.02,10.35,1.21,0.603
103484,9.66,11.3,1.45,0.723
103485,7.95,10.6,0.61,0.446
103491,8.56,12.35,1.35,0.625
103498,8.28,18.94,1.03,0.536
103519,5.55,12.32,0.63,0.973
103523,7.45,10.78,0.72,0.474
103527,5.51,13.68,0.7,0.934
103535,7.98,11.09,0.86,0.391
103544,11.21,42.8,2.23,1.741
103545,5.95,11.83,0.83,0.244
103570,8.29,11.96,1.06,0.58
103572,8.56,14.72,1.29,0.568
103573,8.18,13.8,1.02,0.461
103576,11.31,29.12,2.89,1.38
103577,12.03,31.4,3.68,1.4
103578,9.37,15.32,1.37,0.688
103581,8.51,30.07,1.27,0.955
103583,10.59,22.6,2.1,1.348
103585,9.53,13.61,1.54,0.658
103587,9.02,10.11,0.91,0.595
103595,8.18,12.87,1.14,0.593
103601,7.98,10.84,1.07,0.446
103602,8.31,11.87,0.6,0.449
103605,7.35,15.44,0.95,0.843
103609,8.22,13.78,1.43,0.856
103611,8.61,20.98,1.15,0.673
103613,9.45,10.19,1.49,0.694
103620,8.33,23.42,1.4,0.829
103626,9.19,16.42,1.46,0.697
103635,6.62,20.93,0.95,0.376
103636,11.67,31.99,2.95,1.437
103640,6.61,10.21,0.89,0.177
103641,6.58,25.6,0.72,0.584
103646,6.1,24.11,0.83,0.4
103650,9.32,38.87,0.83,1.12
103652,5.98,13.85,1.1,0.283
103655,10.12,66.21,2.54,1.52
103654,6.86,26.88,0.69,0.627
103659,7.49,12.43,1.02,0.442
103660,7.28,13.75,0.88,0.422
103673,5.76,35.07,0.83,0.48
103678,9.78,25.6,1.69,1.073
103682,6.21,37.8,1.01,0.635
103687,6.7,16.58,0.95,0.981
103691,9.62,14.86,1.42,0.751
103692,8.05,18.98,1.08,0.707
103699,8.02,29.84,1.48,0.747
103702,10.2,10.77,1.05,0.831
103710,10.04,17.74,1.94,1.043
103713,11.1,24.07,2.81,1.217
103714,10.12,12.81,1.76,0.545
103735,7.68,22.18,1.11,0.62
103738,4.67,14.59,0.79,0.89
103743,7.7,12.85,0.9,0.51
103749,7.14,19.29,0.84,0.503
103752,6.36,12.0,0.62,0.101
103754,8.65,20.24,0.66,0.717
103766,10.83,27.61,2.42,1.407
103767,7.93,14.62,1.01,0.529
103768,9.37,48.87,1.71,1.239
103770,7.76,12.01,0.95,0.493
103777,6.04,10.94,0.96,0.073
103779,6.76,13.64,0.66,0.315
103784,7.64,18.56,0.96,0.708
103785,8.76,10.32,1.33,0.425
103787,9.62,25.84,1.6,1.055
103800,11.23,72.37,2.86,1.527
103804,7.85,10.26,1.29,0.3
103812,9.06,17.1,1.3,0.666
103814,6.64,12.28,1.04,0.663
103818,7.81,13.05,0.78,0.486
103819,6.9,11.81,0.98,0.959
103820,9.36,32.8,1.6,1.046
103824,7.72,22.83,1.75,0.748
103832,10.4,25.66,2.1,1.158
103833,7.33,20.06,0.85,0.614
103836,5.93,15.21,0.89,1.106
103852,8.06,12.43,1.57,0.593
103854,8.81,11.11,1.27,0.613
103855,9.07,22.81,2.87,1.027
103859,7.69,51.65,0.72,0.97
103860,9.73,19.77,1.49,0.911
103867,11.04,24.22,1.96,1.19
103882,5.32,28.32,0.86,0.424
103883,8.29,10.45,1.24,0.544
103892,6.24,15.17,1.26,0.479
103895,9.15,18.85,0.98,0.68
103896,8.55,21.26,1.51,0.632
103898,7.88,10.99,1.08,0.894
103910,12.88,70.51,5.16,1.653
103913,10.27,19.76,1.76,0.98
103917,8.31,12.67,0.98,0.53
103926,7.77,12.64,1.01,0.398
103931,6.91,20.68,0.87,0.423
103941,9.28,11.1,1.31,0.681
103943,9.48,22.07,1.53,0.894
103949,6.32,12.4,0.54,0.259
103953,7.64,18.16,0.85,0.546
103957,7.88,10.08,1.12,0.476
103962,8.98,11.22,1.03,0.638
103972,10.49,20.22,2.18,0.959
103978,8.83,14.0,1.1,0.526
103983,8.39,15.7,1.29,0.65
103986,8.94,11.86,1.5,0.509
103987,7.31,17.83,1.29,0.547
103994,8.35,12.68,1.12,0.578
104003,10.12,20.84,1.92,1.089
104019,4.82,20.64,1.47,0.169
104024,9.33,12.35,1.6,0.68
104026,7.06,16.63,0.98,0.582
104027,9.82,15.76,1.79,0.783
104034,7.29,14.32,0.55,0.456
104043,5.13,22.07,0.57,0.49
104045,8.34,18.64,1.21,0.639
104057,7.65,10.71,0.94,0.396
104059,11.45,52.26,3.06,1.443
104065,9.12,13.38,1.41,0.649
104071,7.72,18.15,1.12,0.606
104075,7.97,22.57,2.95,0.654
104076,8.73,15.04,0.71,0.51
104083,9.22,10.17,1.21,0.622
104092,8.27,67.38,1.35,1.119
104094,8.59,11.79,1.17,0.672
104097,10.51,19.45,2.17,1.15
104101,5.94,27.06,1.07,0.538
104108,9.42,29.76,3.76,1.04
104124,10.75,22.07,2.03,1.05
104128,6.64,22.82,0.91,0.476
104137,12.13,43.63,4.58,1.548
104138,10.4,15.09,1.81,0.868
104139,4.08,20.61,0.92,-0.01
104152,8.15,14.75,1.08,0.631
104158,9.57,11.54,1.08,0.743
104163,7.26,13.94,0.9,0.616
104164,7.73,18.22,1.2,0.495
104171,5.88,20.36,0.52,0.386
104179,8.17,17.27,1.1,0.62
104195,7.86,11.0,1.09,0.519
104197,10.84,29.85,1.42,1.26
104199,8.8,12.44,1.32,0.604
104200,9.41,11.2,1.45,0.642
104202,6.48,14.63,1.03,0.88
104206,7.12,11.79,0.72,0.351
104214,5.2,287.13,1.51,1.069
104217,6.05,285.42,0.72,1.309
104225,8.19,30.45,0.72,0.766
104226,9.38,15.71,1.75,0.851
104229,7.09,14.61,0.89,0.423
104239,7.12,56.67,1.18,0.901
104241,8.16,11.25,1.21,0.455
104246,8.46,11.16,1.23,0.555
104256,8.82,18.69,2.07,0.82
104269,6.77,12.86,0.86,0.642
104289,10.25,14.64,1.84,0.679
104292,8.2,14.72,1.12,0.473
104293,6.86,12.73,0.99,0.21
104294,7.59,20.09,1.02,0.546
104296,6.45,10.57,0.84,0.245
104298,7.24,14.98,0.96,0.464
104299,8.55,37.36,1.11,0.84
104304,9.6,28.53,2.23,1.102
104308,6.69,15.05,0.8,0.247
104318,8.01,27.86,1.34,0.692
